38
0.000000	5.025245
0.000000	2.980850
0.000000	2.743882
0.000000	3.890680
0.000000	2.126709
0.000000	5.184722
0.000000	3.476974
0.000000	5.067143
0.000000	4.469331
0.000000	4.021764
0.000000	4.083965
0.000000	3.706777
0.000000	5.062068
0.000000	3.732325
0.000000	1.225233
0.000000	2.373474
0.000000	4.654437
0.000000	6.366271
0.000000	3.999770
0.000000	3.156924
0.000000	1.749341
0.000000	4.832506
0.000000	4.822001
0.000000	2.142022
0.000000	5.508651
0.000000	3.545246
0.000000	4.778651
0.000000	4.399524
0.000000	4.774875
0.000000	3.334642
0.000000	4.228094
0.000000	4.340258
0.000000	3.001471
0.000000	5.245079
0.000000	3.821684
0.000000	4.622993
1.000000	3.013733
0.000000	3.693521
