38
Cu, -108.967591
1	-0.461781	2.704764	2.802279
1	0.150921	1.429420	-1.289048
1	-1.496649	-3.277745	-1.600852
1	0.559200	1.127241	1.160425
1	3.025278	-2.329317	0.316902
1	-1.082542	-0.631308	-3.886084
1	-2.926734	-1.404080	-2.402684
1	-3.553623	-0.117327	1.686356
1	-1.278232	3.309042	-2.096024
1	-0.673438	-0.927450	-1.442398
1	0.776941	-2.857841	-0.644888
1	2.618935	-2.028572	-2.120953
1	0.968304	0.831099	3.604111
1	-2.144063	0.969192	-2.282660
1	0.347543	-2.504973	-3.084253
1	1.199855	-0.155117	-2.978725
1	-0.265159	-1.229629	1.007075
1	-0.254489	1.736123	-3.732047
1	-1.086541	-3.581277	0.859596
1	-2.110284	-2.008357	2.495619
1	-0.891179	3.057632	0.362915
1	1.587822	-0.453174	-0.483395
1	-2.566978	-1.733532	0.051177
1	3.439385	0.317119	-1.968330
1	0.972302	3.781068	-1.141570
1	-1.702060	0.652966	0.201422
1	-2.733173	2.228364	1.838979
1	3.845727	0.016374	0.469525
1	2.452740	1.933324	-0.333150
1	-3.959965	0.183417	-0.751499
1	1.996046	2.208148	-2.777593
1	2.812496	1.603871	2.120711
1	0.140250	-1.536331	3.450073
1	1.382411	3.477536	1.318878
1	-3.139516	2.529108	-0.598875
1	-1.314094	0.354908	2.696752
1	1.163994	-3.109251	1.814050
1	2.029825	-0.769400	2.000687
