38
0.000000	1.490215
0.000000	4.070111
0.000000	1.816773
1.000000	4.507944
0.000000	4.077469
0.000000	5.138530
1.000000	4.302971
0.000000	4.856593
0.000000	3.405363
0.000000	3.547928
0.000000	2.951451
0.000000	4.010559
0.000000	3.778412
0.000000	4.146659
0.000000	4.664508
0.000000	2.971267
0.000000	4.452665
0.000000	3.700018
0.000000	4.903023
0.000000	4.387191
0.000000	3.966623
0.000000	2.420576
0.000000	3.318482
0.000000	4.464597
0.000000	5.074084
0.000000	4.380192
0.000000	3.087738
0.000000	3.882492
0.000000	3.859265
0.000000	3.412174
0.000000	2.221036
0.000000	3.673876
1.000000	5.447470
0.000000	5.160357
0.000000	4.554705
0.000000	2.658791
0.000000	2.034970
0.000000	4.355445
