第1次独立重复试验结果：

38
另一种元素占个数3
run the best:  -195.386696
局部优化次数：4924.	局部优化成功次数：516.	



0.000000	1.763641	1.433216	2.998606
0.000000	-0.962380	-1.006295	-2.712995
0.000000	1.092594	0.482270	-1.619311
0.000000	3.503193	0.364226	-2.701211
0.000000	1.224729	-2.345707	2.210159
0.000000	3.191226	1.984352	-0.616930
0.000000	-0.423556	2.772015	-1.924676
0.000000	-2.783644	2.794609	-0.730805
0.000000	-1.369155	0.598261	-0.492609
0.000000	0.759831	-0.692847	4.240319
0.000000	-0.792109	-3.642774	1.100033
0.000000	2.652216	-1.795261	-1.405521
0.000000	-2.396093	1.233180	-2.833769
0.000000	-3.305073	-0.861723	-1.493674
0.000000	3.188564	-0.807523	3.129884
0.000000	-1.821637	-3.018063	-1.222879
1.000000	0.654734	2.009411	0.514372
0.000000	0.034411	1.120580	-3.955368
0.000000	2.029691	2.559399	-2.948947
0.000000	-2.679662	0.059639	2.984684
0.000000	1.588207	4.075068	-0.813375
0.000000	2.165407	-0.170955	0.778233
0.000000	3.610969	-2.363887	1.017852
0.000000	0.560960	-3.128128	-2.316273
0.000000	-0.290750	-0.054748	1.900077
0.000000	2.616670	3.442420	1.511136
0.000000	4.558391	-0.280407	-0.332808
0.000000	4.130214	1.277134	1.777527
0.000000	-2.379569	-1.543709	0.897848
0.000000	-0.716318	1.503391	3.990241
1.000000	-3.710086	0.702160	0.609468
0.000000	-1.844461	2.208548	1.680731
0.000000	1.589687	-3.758923	0.008624
1.000000	0.142702	-1.581022	-0.234747
0.000000	1.511367	-1.075161	-3.707274
0.000000	-1.234695	-2.131542	3.231836
0.000000	0.233749	3.550680	2.600899
0.000000	-0.793965	4.188118	0.280642
